District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,arhar,moong,masur,urd,peas,khesari,gram products,besan,Cluster
Anand,"1,244",11.282258749999999,36.4644355,2.47,12.43,9.8,12.0,0.0,0.0,1.93,0.98,0.56,0.93,0.43,0.0,0.0,0.55,1
Kheda,"1,001",11.3753255,36.342332899999995,0.5,9.77,3.97,3.0,0.0,0.0,1.98,1.25,0.87,0.78,0.45,0.0,0.0,0.55,2
Panch Mahals,"1,059",11.40055885,36.7797064,8.0,20.38,23.75,0.0,0.0,0.0,2.9,1.0,0.51,0.58,0.61,2.5,0.64,0.68,1
Dohad,915,11.4189657,37.12657325,0.0,2.3,21.54,1.5,0.0,0.0,2.08,1.17,0.59,0.7,0.48,0.0,1.01,0.71,0
Vadodara,"1,666",11.153579400000002,36.59060935,6.64,11.84,26.77,0.5,0.0,0.0,2.85,0.84,0.84,0.6,0.38,0.0,0.5,0.69,0
Narmada,"1,107",10.93785875,36.7797064,18.87,24.5,13.24,0.0,0.0,0.0,2.87,0.79,0.59,0.6,0.48,0.0,0.0,0.57,1
Bharuch,"1,860",10.8525679,36.4979374,10.18,13.5,7.46,0.0,0.0,0.0,2.52,0.88,0.67,0.37,0.42,0.0,0.0,0.74,1
Surat,"2,242",10.58512005,36.415530350000004,8.11,7.89,1.06,3.0,0.0,0.0,1.65,0.72,0.47,0.45,0.66,0.0,0.41,0.68,5
The Dangs,"1,019",10.412689050000001,36.8503544,5.7,2.0,2.5,0.0,0.0,16.09,2.17,0.48,0.25,2.83,0.48,0.0,0.19,0.3,5
Navsari,"1,927",10.473350949999999,36.476017399999996,6.24,3.97,0.0,0.0,0.0,11.56,2.97,1.57,1.44,1.16,0.45,0.25,0.37,0.62,5
Valsad,"3,169",10.29961745,36.46712254999999,5.73,10.0,0.0,0.0,0.0,11.16,2.74,1.26,1.24,1.22,0.27,1.0,0.0,0.57,5
Diu,"1,763",10.357204699999999,35.49368595,0.0,6.05,0.0,2.75,0.0,0.0,0.54,0.37,0.3,0.29,0.0,0.0,0.0,0.36,2
Daman,"2,279",10.1986868,36.416399549999994,11.8,2.11,0.0,0.0,0.0,0.0,1.46,1.21,0.7,0.81,0.5,0.0,0.25,0.39,5
Dadra & Nagar Haveli,"1,572",10.13889355,36.532069799999995,5.57,2.97,0.0,0.0,0.0,6.63,2.32,0.98,0.89,1.44,0.58,0.0,1.07,0.58,5
Nandurbar,"1,366",10.687775349999999,37.121382200000006,14.65,9.38,10.1,0.0,1.61,3.0,1.88,1.29,0.59,1.57,0.38,0.0,0.66,0.56,5
Dhule,"1,423",10.45211005,37.38744895,8.95,10.94,1.0,0.0,0.76,0.62,1.79,0.92,0.63,0.77,0.8,0.0,0.5,0.58,5
Jalgaon,"1,610",10.5038289,37.78130195000001,10.32,7.78,2.0,2.0,1.28,1.67,1.45,1.02,0.79,0.91,0.59,0.0,1.61,0.76,5
Buldana,"1,171",10.26460735,38.092085049999994,9.74,2.58,1.7,0.0,0.0,0.0,2.07,0.74,0.48,0.64,0.29,0.0,0.11,0.6,5
Akola,"1,454",10.35296725,38.51095095,9.54,2.49,0.0,0.0,0.0,0.0,2.11,0.54,0.49,0.53,0.71,0.0,0.0,0.72,5
Washim,"1,189",10.055956150000002,38.5656293,9.08,5.03,0.0,0.0,0.0,0.0,1.96,0.79,0.54,0.53,0.55,0.0,0.0,0.6,5
Amravati,"1,920",10.4687119,38.88977565,5.91,3.77,1.0,0.0,0.0,0.0,2.5,0.59,0.76,0.53,0.73,0.0,0.5,0.46,5
Wardha,"1,608",10.3726595,39.3010973,4.54,1.0,0.0,0.0,0.0,0.0,2.64,0.88,0.48,0.48,0.58,1.0,0.0,0.52,2
Nagpur,"1,904",10.5729002,39.5440773,3.13,1.17,0.0,0.0,0.0,0.22,2.32,0.63,0.54,0.61,0.61,0.89,0.0,0.77,2
Bhandara,"1,364",10.58750565,39.827912100000006,1.49,0.0,0.0,0.0,0.0,0.0,1.85,0.57,0.55,0.53,0.48,1.22,0.26,0.48,2
Gondiya,"1,338",10.73122455,40.11048864999999,1.18,0.0,0.0,0.0,0.0,0.0,1.65,0.73,0.43,0.87,0.52,1.03,0.25,0.51,2
Gadchiroli,"1,346",10.092435499999999,39.997397799999995,1.28,0.0,0.0,0.0,0.0,0.0,2.08,0.92,0.49,0.59,0.5,1.57,0.0,0.71,2
Chandrapur,"1,345",9.98522985,39.65074225,1.12,0.0,0.0,0.0,0.0,0.0,2.24,0.49,0.6,0.51,0.52,1.73,0.0,0.77,2
Yavatmal,"1,393",10.19439685,39.06020365,7.91,2.09,0.0,0.0,0.5,0.0,2.5,0.59,0.69,0.63,0.72,0.5,0.84,0.43,5
Nanded,"1,432",9.569125699999999,38.660477750000005,15.01,21.1,0.0,0.0,0.7,1.0,2.05,1.3,0.8,0.84,0.0,0.0,0.0,0.81,1
Hingoli,"1,425",9.858685150000001,38.5746861,13.93,0.0,0.0,0.0,0.8,1.0,2.47,1.45,0.74,1.01,1.26,0.0,0.0,1.05,5
Parbhani,"1,382",9.6304979,38.388332500000004,12.8,4.32,0.0,0.0,0.64,0.5,1.65,0.98,0.63,0.7,0.53,0.0,0.0,0.71,5
Jalna,"1,041",9.914844650000001,37.94001525,9.59,9.28,0.0,0.0,0.61,1.0,1.63,0.93,0.85,0.67,0.84,0.0,0.25,0.61,5
Aurangabad,"1,377",9.935122,37.6175802,5.92,11.02,0.0,0.0,0.32,0.0,1.24,0.67,0.62,0.6,0.4,0.0,0.2,0.78,5
Nashik,"1,964",9.99872665,36.894901149999995,11.09,9.75,7.64,10.15,1.01,16.86,1.36,0.91,0.63,0.71,0.51,0.5,0.0,0.8,5
Thane,"2,374",9.60916535,36.48904485,4.97,4.78,1.77,0.0,9.0,18.24,2.17,0.98,0.9,1.03,0.62,4.55,0.77,0.63,5
Mumbai,"2,953",9.576911550000002,36.4375893,4.87,2.63,1.14,0.0,2.0,3.57,2.08,0.87,0.76,0.72,0.55,1.6,0.42,0.69,5
Raigarh,"1,479",9.24497915,36.348263700000004,5.4,5.09,0.0,0.0,0.0,7.71,1.59,1.23,1.29,1.04,0.44,0.0,0.41,0.5,5
Pune,"2,282",9.26021515,36.928371850000005,7.13,6.96,9.0,12.0,0.63,0.0,1.39,0.9,0.69,0.62,0.61,0.25,0.49,0.82,5
Ahmadnagar,"1,421",9.54760375,37.3747958,9.29,14.21,4.95,3.14,1.46,9.83,1.28,1.11,0.79,0.67,0.41,0.0,2.0,0.81,5
Bid,"1,673",9.49454465,37.88003925,9.23,10.07,0.0,0.0,0.95,0.5,1.29,0.81,0.65,0.66,0.44,0.0,0.26,0.74,5
Latur,"1,597",9.204396699999998,38.2801914,19.52,3.0,1.0,1.0,0.77,1.0,2.67,1.44,0.87,0.83,0.65,0.25,1.0,0.82,5
Osmanabad,"1,318",9.09303295,38.02097045000001,15.3,9.72,0.0,0.0,0.83,0.94,1.96,0.97,0.99,0.98,0.74,1.14,1.0,0.78,5
Solapur,"1,675",8.8299594,37.9531953,15.58,11.11,10.74,0.0,0.91,0.87,1.97,0.97,1.03,0.98,0.65,1.0,1.0,0.86,5
Satara,"1,672",8.84023195,37.0091305,10.35,7.87,0.0,0.0,1.0,10.0,1.02,0.71,0.47,0.8,0.43,0.88,0.19,0.83,5
Ratnagiri,"1,425",8.4951075,36.65601165,4.2,6.7,0.0,0.0,0.0,9.09,1.17,0.93,0.85,0.58,0.65,1.0,0.0,0.65,5
Sindhudurg,"1,594",8.17460965,36.7797064,5.15,0.0,7.0,4.56,0.5,5.2,0.99,0.7,0.59,0.58,0.27,0.0,0.0,0.44,5
Kolhapur,"1,676",8.352493650000001,37.12162635,9.35,8.21,0.0,3.88,0.56,9.53,1.28,0.92,0.77,0.63,0.38,0.0,0.0,0.64,5
Sangli,"1,464",8.42619865,37.290738649999994,11.38,5.16,5.0,0.5,0.5,0.0,1.02,0.83,0.64,0.55,0.44,1.0,0.0,0.49,5
Adilabad,"1,479",9.7115256,39.22356485,6.62,0.0,3.79,0.0,0.0,0.0,1.48,1.13,0.64,0.61,0.5,0.0,0.5,0.65,5
Nizamabad,"1,149",9.141823050000001,42.007049200000004,4.83,0.0,0.0,0.0,0.0,0.0,1.34,1.23,1.05,0.73,0.0,0.0,0.0,0.72,2
Karimnagar,"1,458",9.1945168,39.569930049999996,7.55,0.0,0.0,0.0,0.0,0.0,0.96,0.85,0.49,0.45,0.0,0.0,0.0,0.3,5
Medak,"1,280",8.72334075,39.17869495000001,5.61,0.0,0.0,0.0,0.0,0.0,1.2,0.85,0.44,0.99,0.0,0.0,0.0,0.65,2
Hyderabad and Rangar,"2,784",8.706313699999999,39.1339785,3.32,0.0,0.0,0.73,0.0,1.59,2.07,0.88,0.99,1.0,0.37,0.0,0.31,0.7,2
Rangareddi,"1,811",7.45258985,39.99742404999999,9.74,1.0,3.0,0.5,0.0,1.17,1.97,0.72,0.68,0.96,0.65,1.0,0.31,0.81,5
Mahbubnagar,"1,364",8.192071799999999,39.05541395,6.63,0.0,2.5,0.5,0.0,2.09,2.28,0.79,0.94,0.85,0.0,0.0,0.33,0.44,5
Nalgonda,"1,486",8.594149900000001,39.599997450000004,3.25,0.0,0.0,0.0,0.0,1.26,1.65,0.83,0.74,1.14,0.0,0.5,0.4,1.1,2
Warangal,"1,754",8.5071552,40.1879553,10.62,1.0,0.0,0.0,0.0,0.97,1.86,1.03,0.7,0.75,0.0,0.0,0.87,0.57,5
Khammam,"1,639",8.817548050000001,40.3163458,2.66,0.0,0.0,0.0,0.0,1.0,1.67,0.77,0.69,0.73,0.67,0.0,0.0,0.48,2
Srikakulam,"1,470",9.14848735,41.94839065,0.0,0.0,0.0,0.38,0.0,3.13,1.96,0.74,0.5,1.17,0.63,0.0,0.53,0.47,2
Vizianagaram,"1,355",9.0533288,41.697775299999996,0.0,2.0,0.29,0.53,0.0,4.45,1.37,0.75,1.39,1.04,0.53,0.0,0.35,0.5,2
Visakhapatnam,"1,464",8.84340795,41.60924075,0.0,0.0,0.74,0.31,8.31,4.74,1.43,0.81,0.72,1.13,0.59,1.0,0.36,0.51,2
East Godavari,"1,558",8.660625,41.02035685,0.5,0.0,1.0,0.71,0.25,1.2,1.1,0.55,0.45,1.27,0.61,0.0,0.69,0.46,2
West Godavari,"1,637",8.458709050000001,40.66997070000001,1.0,0.0,1.0,0.5,1.0,1.35,1.68,0.61,0.79,1.64,0.37,0.44,0.46,0.63,2
Krishna,"2,005",8.3049957,40.36072085,4.91,0.0,0.0,0.97,0.0,1.2,1.76,0.78,2.98,1.76,0.56,0.84,0.44,0.7,2
Guntur,"1,645",8.15332625,40.2182701,2.19,0.25,1.02,0.1,0.0,0.94,1.59,0.62,0.17,1.35,0.0,0.0,0.0,0.73,2
Prakasam,"1,500",7.6742315,39.780172,2.16,0.0,0.0,0.0,0.0,1.14,2.31,1.01,0.5,1.16,1.66,0.5,0.43,0.42,2
Nellore,"1,536",7.22129935,39.993228,0.0,2.0,0.0,0.0,0.0,1.22,1.94,0.8,1.24,1.26,0.61,0.0,0.42,0.49,2
Cuddapah,"1,654",7.23367705,39.41206695,2.27,1.76,0.0,0.0,0.0,1.43,1.85,0.53,0.0,0.8,0.0,0.5,0.38,0.53,2
Kurnool,"1,246",7.914062849999999,39.0186396,6.09,7.34,0.0,0.0,0.0,2.18,2.77,0.33,0.97,0.68,1.0,0.0,0.25,0.35,5
Anantapur,"1,307",7.340943849999999,38.80029555,4.44,1.37,1.96,0.0,0.0,4.25,2.54,0.4,4.25,0.56,0.45,0.0,0.36,0.85,5
Chittoor,"1,585",6.608588,39.550164450000004,0.69,1.0,0.0,0.0,0.0,1.8,1.85,0.62,0.25,0.93,0.25,0.0,0.3,0.5,2
Belgaum,"1,405",7.92484765,37.24883705,10.66,1.06,9.41,0.0,1.0,1.55,1.33,0.84,0.64,0.49,0.59,0.65,0.3,0.51,5
Bagalkot,"1,083",8.086267750000001,37.8278603,11.71,1.92,3.42,0.0,0.0,2.82,1.45,0.86,0.72,0.42,0.77,0.0,0.48,0.44,5
Bijapur,"1,178",8.414940249999999,37.84125885,11.77,4.83,2.18,0.0,0.0,3.42,1.48,0.75,0.64,0.39,0.63,2.0,0.33,0.5,5
Gulbarga,"1,212",8.6648655,38.41714785,16.69,6.99,0.0,0.0,0.0,0.0,3.26,0.87,0.92,0.69,0.91,0.0,0.0,0.57,5
Bidar,"1,184",8.95743995,38.75230505,14.46,2.08,0.0,0.0,0.0,0.0,2.92,1.08,1.29,0.95,0.0,0.0,0.0,0.75,5
Raichur,"1,125",8.10600155,38.671964149999994,12.08,28.49,0.0,0.0,0.0,5.0,2.52,0.54,0.58,0.52,0.5,0.0,0.51,0.3,1
Koppal,"1,100",7.67535405,38.07771555,16.47,10.5,0.0,0.0,0.0,3.29,2.29,0.67,0.3,0.45,0.0,0.0,0.56,0.79,5
Gadag,"1,393",7.716232549999999,37.819016850000004,7.77,4.0,0.0,0.0,0.0,1.06,1.25,0.87,0.0,0.35,0.78,0.5,0.28,0.5,5
Dharwad,"1,581",7.7294618,37.503904,10.39,3.5,0.0,0.0,0.0,2.62,1.79,0.88,2.22,0.56,0.48,0.69,0.9,0.38,5
Uttara,"1,466",7.39685325,37.34344075,8.97,0.0,0.0,0.0,0.0,4.04,1.11,0.72,0.44,0.61,0.4,0.0,0.61,0.49,5
Haveri,"1,351",7.3979513500000005,37.698562700000004,12.7,0.0,0.0,0.0,0.0,3.33,2.06,0.84,1.0,0.5,0.42,0.0,0.32,0.4,5
Bellary,"1,111",7.5696966,38.4607214,12.33,0.0,0.0,0.0,0.0,3.6,2.21,0.5,0.87,0.45,0.37,0.48,0.76,0.33,5
Chitradurga,"1,092",7.1152797,38.19922685,8.66,6.0,0.0,0.0,0.0,10.71,2.09,0.42,0.4,0.3,0.37,1.0,0.69,0.35,5
Davanagere,"1,209",7.233171899999999,37.96191985,6.93,0.0,0.0,0.0,0.0,6.28,1.35,0.72,0.52,0.46,0.43,1.0,0.81,0.31,5
Shimoga,"1,262",6.96496495,37.7840505,9.45,5.0,3.0,0.0,0.0,6.34,0.97,0.48,0.2,0.35,0.29,0.2,0.23,0.34,5
Udupi,"2,056",6.67044035,37.37107135,0.0,0.0,0.0,0.0,0.0,1.69,0.69,0.64,0.77,0.65,0.6,0.4,0.61,0.61,2
Chikmagalur,"1,178",6.657628999999999,37.8877009,2.84,0.0,0.0,0.0,4.0,5.5,0.99,0.23,0.0,0.36,0.39,0.0,0.26,0.23,5
Tumkur,"1,158",6.6695838499999995,38.5569992,1.25,0.0,0.0,0.0,0.0,15.63,1.76,0.69,0.48,0.51,0.39,0.5,1.23,0.46,5
Kolar,"1,676",6.567872299999999,39.066280549999995,1.5,0.0,1.0,0.0,4.5,15.82,1.97,0.87,0.71,0.69,0.46,0.1,0.88,0.41,5
Bangalore,"3,085",6.48579935,38.79728135,1.65,0.0,0.0,0.0,0.0,7.0,1.81,0.79,0.61,0.93,0.49,0.0,0.67,0.43,5
Bangalore Rural,"1,643",6.642349650000001,38.80389325,0.0,0.0,2.0,0.0,0.0,14.18,2.1,0.64,0.52,0.63,0.43,0.0,0.0,0.52,5
Mandya,"1,647",6.26107835,38.45045955,6.53,0.0,0.0,0.0,5.0,11.51,1.41,0.38,0.26,0.64,0.52,0.15,0.26,0.61,5
Hassan,"1,264",6.5034070999999996,38.049775950000004,0.0,0.0,1.0,0.0,0.0,11.2,0.9,0.47,0.5,0.41,0.42,0.0,0.31,0.4,5
Dakshina Kannada,"2,109",6.4218907,37.62395305,4.27,0.0,0.0,0.0,0.0,1.59,0.74,0.65,0.78,0.98,0.63,0.0,0.52,0.55,5
Kodagu,"3,968",6.1687471,37.903454100000005,0.0,0.0,0.0,0.0,0.0,1.98,0.72,0.61,0.54,0.66,0.42,0.0,0.42,0.68,2
Mysore,"1,585",6.1479052,38.31969025,4.68,0.0,0.0,0.0,0.0,8.45,1.59,0.39,0.0,0.7,0.4,0.0,0.17,0.4,5
Chamarajanagar,"1,382",5.96307355,38.4718656,3.6,0.0,0.0,0.0,0.0,10.47,1.71,0.74,0.0,0.62,0.84,0.0,0.16,0.98,5
Ramanagar,"1,396",7.7090571,37.2406482,3.0,0.0,0.0,0.0,0.0,13.93,1.91,0.72,0.0,1.23,0.46,0.0,0.52,0.49,5
Chikkaballapura,"1,340",6.7155773000000005,38.8569729,0.0,0.0,0.0,0.0,0.0,16.52,2.27,0.81,0.5,0.61,0.59,0.0,2.0,0.58,5
North Goa,"2,548",7.758155599999999,36.99150145000001,5.41,0.0,0.0,0.0,1.0,1.35,0.8,0.77,0.74,0.51,0.69,0.0,0.86,0.58,5
South Goa,"2,854",7.55883,37.061997999999996,7.98,0.0,0.0,0.0,1.13,1.42,0.77,0.85,0.65,0.62,0.66,0.0,0.29,0.55,5
Lakshadweep,"2,863",4.1477204,36.5244864,0.0,0.0,0.0,0.0,0.0,0.5,1.84,1.34,1.0,1.07,1.16,1.13,0.0,0.0,2
Kasaragod,"1,305",6.25511195,37.4925839,0.0,0.0,0.0,0.0,0.0,0.5,0.53,0.62,0.51,0.69,0.61,0.0,0.25,0.33,2
Kannur,"1,633",5.93723875,37.6851831,0.0,0.0,0.0,0.0,0.0,3.0,0.68,0.86,0.62,0.95,0.78,0.73,0.0,0.08,2
Wayanad,"2,061",5.851603,38.04169995,0.0,0.0,0.0,0.4,0.0,0.9,0.46,0.76,0.31,0.38,0.62,0.0,1.0,0.12,2
Kozhikode,"1,884",5.62937655,37.890205,0.0,0.0,0.0,0.0,0.0,1.41,0.52,0.86,1.0,0.6,0.57,0.56,0.84,0.29,2
Malappuram,"1,621",5.53659095,38.03699995,0.0,0.0,0.0,0.0,0.0,0.88,0.53,0.92,0.52,0.72,0.8,0.0,0.25,0.44,2
Palakkad,"1,766",5.393365150000001,38.3273966,0.0,0.0,0.0,0.0,0.0,0.79,0.68,0.6,0.1,0.87,0.75,0.0,1.02,0.37,2
Thrissur,"2,286",5.2638207999999995,38.10721745,0.0,0.0,0.0,0.1,0.0,1.08,1.04,0.71,0.63,0.83,0.81,0.97,0.52,0.4,2
Ernakulam,"2,616",4.990817900000001,38.149942100000004,0.0,0.5,1.06,0.16,0.0,0.69,0.75,0.79,0.71,0.76,0.72,1.35,0.42,0.81,2
Idukki,"2,487",4.9069038,38.4648677,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.67,3.0,0.69,0.66,0.0,0.0,0.48,2
Kottayam,"2,809",4.7957834,38.26107655,0.0,0.0,0.0,0.0,0.0,1.43,0.62,0.76,1.0,0.91,0.77,1.5,1.05,0.41,2
Alappuzha,"2,193",4.7490333499999995,38.1694242,0.0,0.0,0.0,0.0,0.0,0.62,0.57,0.84,0.0,0.89,0.55,0.5,0.5,0.5,2
Pathanamthitta,"2,241",4.6323791,38.3935207,0.0,0.0,0.0,0.0,0.0,0.91,0.47,0.57,0.5,0.83,0.54,0.0,0.5,0.12,2
Kollam,"2,200",4.4466059,38.3070698,0.0,0.0,0.0,0.0,0.0,1.28,0.54,0.99,0.64,1.11,0.7,0.54,0.43,0.44,2
Thiruvananthapuram,"2,567",4.2620695500000005,38.4683188,0.0,0.0,0.43,0.42,0.0,0.72,0.58,0.86,1.52,1.26,0.55,0.58,0.49,0.68,2
Thiruvallur,"2,227",6.572221300000001,39.9470039,0.0,2.43,1.0,0.73,0.0,1.68,1.64,0.56,0.88,1.29,0.64,0.0,0.35,0.54,2
Chennai,"2,852",6.5413401,40.1353592,0.0,0.0,0.5,0.0,0.0,1.21,1.71,0.62,0.59,1.32,0.6,0.5,0.39,0.44,2
Kancheepuram,"2,041",6.41708675,39.8518201,2.0,0.99,0.0,0.0,2.0,2.06,1.73,0.48,0.42,1.43,0.56,0.0,0.39,0.46,2
Vellore,"1,326",6.4582583499999995,39.566249299999996,0.0,0.0,0.0,2.7,1.56,2.69,1.68,0.52,0.0,1.46,0.54,0.0,0.43,0.48,2
Dharmapuri,"1,717",6.05326355,39.06807045000001,4.03,4.52,2.0,0.0,0.0,3.22,1.76,0.55,0.0,0.98,0.25,0.0,0.48,0.29,5
Tiruvannamalai,"1,213",6.11264205,39.53734785,10.0,6.55,0.0,0.0,0.0,2.1,1.64,0.43,0.25,1.35,0.37,1.0,0.36,0.53,5
Viluppuram,883,5.96844485,39.743630950000004,0.0,0.0,0.0,0.0,0.0,0.88,1.27,0.2,1.79,1.34,0.15,0.0,0.49,0.2,2
Salem,"1,418",5.8321625,39.0730071,0.0,0.0,0.0,0.0,0.0,3.61,1.78,0.66,0.8,1.19,0.61,0.0,0.48,0.53,2
Namakkal,"1,638",5.60971955,39.083861799999994,10.0,5.82,0.0,0.0,0.0,1.26,1.53,0.59,0.43,1.22,0.46,0.0,0.65,0.97,5
Erode,"1,779",5.6705182,38.8585821,1.5,1.0,2.08,0.0,0.0,2.2,1.43,0.33,0.17,1.03,0.49,0.5,0.27,0.48,2
The Nilgiris,"1,516",5.74580215,38.36682605,0.0,0.0,0.0,0.0,0.0,1.34,1.19,0.6,1.0,1.03,0.66,0.0,0.43,0.8,2
Coimbatore,"2,267",5.508422250000001,38.47791605,0.1,4.8,0.0,0.0,0.0,1.26,1.31,0.66,0.7,1.21,0.45,0.25,0.28,0.45,2
Dindigul,"1,674",5.18365615,38.990145299999995,0.0,1.73,3.0,0.0,0.0,1.24,1.42,0.58,1.0,1.15,0.31,0.26,0.49,0.39,2
Karur,"1,637",5.4800389,39.0383018,2.0,0.0,3.0,0.0,0.0,2.15,1.64,0.58,0.25,1.33,0.34,0.0,0.67,0.3,2
Tiruchirappalli,"1,674",5.395241650000001,39.35233625,0.0,0.0,2.59,0.0,2.3,1.5,1.83,0.42,0.0,1.44,0.54,0.0,0.58,0.65,2
Perambalur,"2,368",5.620491950000001,39.43328665,2.0,0.0,0.0,0.0,0.0,1.9,1.88,0.42,0.0,1.54,0.0,0.0,0.93,0.68,2
Ariyalur,"1,448",5.57002925,39.539314049999994,0.25,0.25,1.29,0.0,0.0,0.47,1.59,0.39,0.0,1.33,0.5,0.0,0.58,0.0,2
Cuddalore,"1,056",5.8723495,39.884012150000004,0.0,1.5,0.0,0.0,0.0,3.47,1.31,0.24,0.34,1.28,0.93,0.0,0.34,0.2,2
Nagapattinam,"1,529",5.3828040999999995,39.9211944,0.5,0.67,0.3,0.0,0.0,1.33,1.41,0.4,3.0,1.59,0.18,0.0,0.28,0.38,2
Thiruvarur,"1,642",5.385659349999999,39.8184987,0.0,0.0,0.0,0.0,0.0,0.95,1.26,0.31,0.5,1.25,0.39,0.0,0.26,0.25,2
Thanjavur,"1,798",5.3934997000000005,39.5689137,0.0,0.0,2.0,0.0,0.0,1.38,1.33,0.36,0.5,1.26,0.34,0.0,0.32,0.34,2
Pudukkottai,"1,540",5.1898315,39.4104227,0.0,0.0,0.65,0.0,0.0,1.9,1.78,0.58,0.32,1.53,0.68,0.5,0.56,0.84,2
Sivaganga,"1,342",4.921649950000001,39.24043875,0.5,0.0,0.0,0.0,0.0,0.66,0.94,0.23,0.5,1.14,1.77,0.0,0.25,0.52,2
Madurai,"1,755",4.96260035,39.059887700000004,0.0,0.0,0.0,0.5,0.5,1.89,1.46,0.58,1.0,1.21,0.31,0.35,0.52,0.5,2
Theni,"1,527",5.0051829,38.73840575,0.0,0.0,0.0,0.0,0.0,1.43,1.34,0.53,0.0,1.09,0.58,0.2,0.51,0.0,2
Virudhunagar,"1,630",4.7840058,38.98122175,1.0,0.0,2.0,0.0,3.0,0.79,1.1,0.53,1.0,1.04,0.25,0.45,0.35,1.0,2
Ramanathapuram,"1,342",5.49872745,38.49579805,0.0,0.0,0.0,0.0,0.0,0.69,1.12,0.45,0.0,1.04,0.33,0.49,0.37,0.2,2
Thoothukkudi,"1,309",4.382083049999999,39.06741804999999,0.0,0.0,1.0,0.0,0.0,1.56,1.22,0.54,0.5,1.17,0.47,0.2,0.39,0.39,2
Tirunelveli,"1,525",4.356956299999999,38.87832615,0.0,0.0,0.0,0.25,0.5,1.06,1.45,0.58,1.0,1.38,0.49,0.2,0.43,0.46,2
Kanniyakumari,"2,483",4.0441532,38.76922535,0.0,0.0,0.0,0.0,0.0,1.13,0.96,0.55,0.0,1.22,0.34,0.0,0.36,0.34,2
Krishnagiri,"1,872",6.259305650000001,39.10686825,0.97,1.06,0.0,0.0,0.0,4.88,1.83,0.65,0.0,1.07,0.49,0.0,0.65,0.44,2
Yanam,"1,806",8.363595599999998,41.10878875,0.0,0.0,0.6,0.5,0.0,1.32,0.99,0.58,0.0,1.44,0.23,0.0,0.31,0.37,2
Pondicherry,"2,582",5.9569299,39.907236100000006,0.0,1.0,0.0,0.0,2.0,1.7,1.61,0.48,0.55,1.61,0.71,0.1,0.59,0.31,2
Mahe,"1,897",5.851357900000001,37.7682021,0.0,0.0,0.0,0.0,0.0,0.0,0.54,1.0,0.0,0.7,0.3,0.0,1.53,0.0,2
Karaikal,"2,621",5.4627199,39.9190028,0.0,0.0,0.0,0.0,0.0,1.73,1.48,0.57,0.0,1.69,0.25,0.0,0.4,0.23,2
South Andamans,"3,460",5.91558405,46.32932005,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.03,1.43,0.92,0.7,0.5,0.0,0.6,2
Nicobars,"2,731",3.5602697500000002,46.892075150000004,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.98,1.74,0.94,0.84,0.0,0.0,0.5,2
North and Middle Andamans,"1,999",6.3259416,46.448812700000005,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.4,1.6,0.92,0.79,0.0,0.0,0.57,2
